# vendor/ollama/bin/ollama serve
time=2026-08-18T23:22:44.943+03:00 level=INFO source=routes.go:1933 msg="server config" env="map[CUDA_VISIBLE_DEVICES: GGML_VK_VISIBLE_DEVICES: GPU_DEVICE_ORDINAL: HIP_VISIBLE_DEVICES: HSA_OVERRIDE_GFX_VERSION: HTTPS_PROXY:http://127.0.0.1:12334 HTTP_PROXY:http://127.0.0.1:12334 LLAMA_ARG_FIT: LLAMA_ARG_FIT_TARGET: NO_PROXY: OLLAMA_CONTEXT_LENGTH:0 OLLAMA_DEBUG:INFO OLLAMA_DEBUG_LOG_REQUESTS:false OLLAMA_EDITOR: OLLAMA_FLASH_ATTENTION:false OLLAMA_GO_TEMPLATE:true OLLAMA_GPU_OVERHEAD:0 OLLAMA_HOST:http://127.0.0.1:11434 OLLAMA_IGPU_ENABLE: OLLAMA_KEEP_ALIVE:5m0s OLLAMA_KV_CACHE_TYPE: OLLAMA_LLM_LIBRARY: OLLAMA_LOAD_TIMEOUT:5m0s OLLAMA_MAX_LOADED_MODELS:0 OLLAMA_MAX_QUEUE:512 OLLAMA_MAX_TRANSFER_STREAMS:4 OLLAMA_MODELS:/home/sergey/.ollama/models OLLAMA_NOHISTORY:false OLLAMA_NOPRUNE:false OLLAMA_NO_CLOUD:false OLLAMA_NUM_PARALLEL:1 OLLAMA_ORIGINS:[http://localhost https://localhost http://localhost:* https://localhost:* http://127.0.0.1 https://127.0.0.1 http://127.0.0.1:* https://127.0.0.1:* http://0.0.0.0 https://0.0.0.0 http://0.0.0.0:* https://0.0.0.0:* app://* file://* tauri://* vscode-webview://* vscode-file://*] OLLAMA_REMOTES:[ollama.com] OLLAMA_SCHED_SPREAD:false OLLAMA_VULKAN:true ROCR_VISIBLE_DEVICES: http_proxy:http://127.0.0.1:12334 https_proxy:http://127.0.0.1:12334 no_proxy:]"
time=2026-08-18T23:22:44.943+03:00 level=INFO source=routes.go:1935 msg="Ollama cloud disabled: false"
time=2026-08-18T23:22:44.945+03:00 level=INFO source=images.go:912 msg="total blobs: 0"
time=2026-08-18T23:22:44.945+03:00 level=INFO source=images.go:919 msg="total unused blobs removed: 0"
time=2026-08-18T23:22:44.946+03:00 level=INFO source=routes.go:1990 msg="Listening on 127.0.0.1:11434 (version 0.32.14)"
time=2026-08-18T23:22:44.946+03:00 level=INFO source=model_list_cache.go:112 msg="model list cache hydration complete" models=0 failures=0 elapsed=387.502µs
time=2026-08-18T23:22:44.946+03:00 level=INFO source=runner.go:60 msg="discovering available GPUs..."
time=2026-08-18T23:22:45.293+03:00 level=INFO source=model_recommendations.go:177 msg="model recommendations cache sleep scheduled" wait=3h18m35.932611361s consecutive_failures=0
time=2026-08-18T23:22:48.152+03:00 level=INFO source=types.go:32 msg="inference compute" id=0 filter_id=0 library=CUDA compute=7.5 name=CUDA0 description="NVIDIA GeForce GTX 1650 SUPER" libdirs=ollama,cuda_v13 driver=13.1 pci_id=0000:01:00.0 type=discrete total="4.0 GiB" available="3.2 GiB"
time=2026-08-18T23:22:48.152+03:00 level=INFO source=routes.go:2040 msg="vram-based default context" total_vram="4.0 GiB" default_num_ctx=4096
[GIN] 2026/08/18 - 23:22:48 | 404 |     523.701µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:37 | 404 |     371.601µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:38 | 404 |     424.001µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:38 | 404 |     439.802µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:38 | 404 |     597.403µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:38 | 404 |     309.301µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:39 | 404 |     372.401µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:39 | 404 |     368.202µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:39 | 404 |     314.101µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:40 | 404 |     396.302µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:40 | 404 |     577.602µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:40 | 404 |     784.403µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:40 | 404 |     309.901µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:41 | 404 |     310.701µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:41 | 404 |     324.201µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:41 | 404 |     366.702µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:41 | 404 |     314.101µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:42 | 404 |     574.603µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:42 | 404 |     340.301µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:42 | 404 |     301.201µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:42 | 404 |     461.502µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:43 | 404 |     363.401µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:43 | 404 |     326.202µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:43 | 404 |     452.902µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:43 | 404 |     284.002µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:44 | 404 |     315.801µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:44 | 404 |     305.001µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:44 | 404 |     334.101µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:44 | 404 |     325.601µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:45 | 404 |     320.001µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:45 | 404 |     427.101µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:45 | 404 |     623.002µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:45 | 404 |     237.001µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:46 | 404 |     362.401µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:46 | 404 |     299.502µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:46 | 404 |     594.502µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:46 | 404 |     290.701µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:47 | 404 |     846.103µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:47 | 404 |     257.001µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:47 | 404 |     325.301µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:47 | 404 |     355.602µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:48 | 404 |     353.901µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:48 | 404 |     322.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:48 | 404 |     449.601µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:48 | 404 |     2.82311ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:49 | 404 |     354.502µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:49 | 404 |     338.001µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:49 | 404 |     272.901µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:49 | 404 |     282.301µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:50 | 404 |     305.201µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:50 | 404 |     722.302µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:50 | 404 |     276.601µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:50 | 404 |     529.702µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:51 | 404 |     317.001µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:51 | 404 |     294.101µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:51 | 404 |     391.902µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:52 | 404 |     332.801µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:52 | 404 |     338.202µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:52 | 404 |     323.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:52 | 404 |     356.901µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:53 | 404 |     564.401µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:53 | 404 |     304.601µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:53 | 404 |     290.901µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:53 | 404 |     307.601µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:54 | 404 |     351.601µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:54 | 404 |     607.502µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:54 | 404 |     245.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:54 | 404 |     487.102µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:55 | 404 |     422.202µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:55 | 404 |     564.902µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:55 | 404 |    1.030703ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:55 | 404 |     551.102µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:56 | 404 |     346.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:56 | 404 |     365.901µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:56 | 404 |     523.602µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:56 | 404 |     632.702µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:57 | 404 |     304.901µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:57 | 404 |     297.701µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:57 | 404 |     355.901µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:57 | 404 |     379.702µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:58 | 404 |     284.301µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:58 | 404 |     381.701µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:58 | 404 |     305.401µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:58 | 404 |     412.802µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:59 | 404 |     314.802µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:59 | 404 |     308.401µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:59 | 404 |     353.301µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:23:59 | 404 |     662.503µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:00 | 404 |       271.7µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:00 | 404 |     345.401µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:00 | 404 |     514.202µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:00 | 404 |       348.4µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:01 | 404 |     278.601µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:01 | 404 |     309.801µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:01 | 404 |     522.601µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:01 | 404 |    1.069202ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:02 | 404 |     630.702µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:02 | 404 |     399.901µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:02 | 404 |     381.001µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:02 | 404 |     548.201µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:03 | 404 |     336.701µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:03 | 404 |     374.801µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:03 | 404 |     341.201µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:04 | 404 |     341.101µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:04 | 404 |     356.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:04 | 404 |     304.802µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:04 | 404 |     318.801µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:05 | 404 |     352.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:05 | 404 |     747.902µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:05 | 404 |     360.102µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:05 | 404 |     473.802µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:06 | 404 |     609.702µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:06 | 404 |     392.902µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:06 | 404 |     319.901µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:06 | 404 |     982.003µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:07 | 404 |     303.001µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:07 | 404 |     528.002µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:07 | 404 |     363.001µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:07 | 404 |     394.902µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:08 | 404 |     377.802µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:08 | 404 |     573.302µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:08 | 404 |     293.301µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:08 | 404 |     343.701µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:09 | 404 |     309.001µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:09 | 404 |     327.301µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:09 | 404 |     321.701µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:09 | 404 |     581.602µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:10 | 404 |     307.001µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:10 | 404 |     394.001µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:10 | 404 |     570.102µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:10 | 404 |     296.601µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:11 | 404 |     303.601µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:11 | 404 |     299.201µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:11 | 404 |     355.702µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:11 | 404 |     299.101µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:12 | 404 |     990.904µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:12 | 404 |     367.102µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:12 | 404 |     304.101µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:12 | 404 |    1.087104ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:13 | 404 |     817.603µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:13 | 404 |     329.701µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:13 | 404 |    1.118204ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:13 | 404 |     475.901µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:14 | 404 |     717.103µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:14 | 404 |     524.702µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:14 | 404 |    1.017004ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:15 | 404 |     612.702µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:15 | 404 |     444.902µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:15 | 404 |     288.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:15 | 404 |     283.701µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:16 | 404 |     847.003µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:16 | 404 |    1.041803ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:16 | 404 |     373.801µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:16 | 404 |     294.101µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:17 | 404 |     295.601µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:17 | 404 |     443.001µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:17 | 404 |     760.603µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:17 | 404 |     356.801µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:18 | 404 |     361.901µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:18 | 404 |    1.146304ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:18 | 404 |     399.101µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:18 | 404 |     308.301µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:19 | 404 |     300.201µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:19 | 404 |     335.701µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:19 | 404 |     458.601µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:19 | 404 |     667.202µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:20 | 404 |     323.901µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:20 | 404 |     523.202µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:20 | 404 |     323.901µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:20 | 404 |     583.603µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:21 | 404 |     543.901µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:21 | 404 |     391.901µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:21 | 404 |     283.701µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:21 | 404 |     615.802µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:22 | 404 |     584.902µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:22 | 404 |     306.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:22 | 404 |     289.301µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:22 | 404 |     479.601µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:23 | 404 |     914.803µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:23 | 404 |     268.901µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:23 | 404 |     273.001µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:23 | 404 |     496.202µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:24 | 404 |     273.901µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:24 | 404 |     320.001µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:24 | 404 |     355.301µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:24 | 404 |     298.701µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:25 | 404 |     299.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:25 | 404 |     350.001µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:25 | 404 |     330.101µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:25 | 404 |     404.401µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:26 | 404 |     355.901µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:26 | 404 |     512.101µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:26 | 404 |     465.402µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:27 | 404 |     340.002µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:27 | 404 |     628.202µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:27 | 404 |     519.102µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:27 | 404 |     331.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:28 | 404 |     980.203µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:28 | 404 |     381.401µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:28 | 404 |    1.785107ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:28 | 404 |     330.402µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:29 | 404 |     544.602µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:29 | 404 |     938.203µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:29 | 404 |     309.401µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:29 | 404 |    1.024604ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:30 | 404 |     341.402µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:30 | 404 |     263.401µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:30 | 404 |     746.703µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:30 | 404 |     299.801µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:31 | 404 |     681.502µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:31 | 404 |     324.101µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:31 | 404 |     313.401µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:31 | 404 |     346.001µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:32 | 404 |     595.002µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:32 | 404 |     347.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:32 | 404 |     479.102µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:32 | 404 |     873.904µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:33 | 404 |     651.103µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:33 | 404 |     460.702µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:33 | 404 |     330.401µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:33 | 404 |     716.103µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:34 | 404 |     362.201µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:34 | 404 |     306.801µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:34 | 404 |     359.601µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:24:34 | 404 |     411.401µs |       127.0.0.1 | POST     "/v1/completions"
